SERVICE REQUEST #,DATE RECEIVED,LOT LOCATION,DANGEROUS OR HAZARDOUS?,Dangerous flag,OPEN OR BOARDED?,Open flag,ENTRY POINT,VACANT OR OCCUPIED?,Vacant flag,VACANT DUE TO FIRE?,Fire flag,ANY PEOPLE USING PROPERTY?,In use flag,ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,Full Address,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,Location
11-04296126,12/24/2011,Rear,,2,Boarded,0,,Vacant,1,,0,,0,9520,S,BENNETT,AVE,60617,9520 S BENNETT AVE chicago IL 60617,1190511.68987427,1842218.43392842,41.72206899053557,-87.57777728956165,"41.72206899053557,-87.57777728956165"
11-04296392,12/24/2011,Front,,2,Open,1,THE WINDOWS ARE ALL BUSTED OUT IN THE BUILDING,Vacant,1,,0,,0,5618,S,HONORE,ST,60636,5618 S HONORE ST chicago IL 60636,1164977.47456591,1867422.00777737,41.791808060364886,-87.6705939030416,"41.791808060364886,-87.6705939030416"
11-04296811,12/25/2011,Front,,2,Open,1,BOARDS ALL OFF. CHUNKS OF CONCRETE FALLING OFF OF IT..,Vacant,1,,0,1,1,1020,N,CHRISTIANA,AVE,60651,1020 N CHRISTIANA AVE chicago IL 60651,1153802.41997284,1906711.96752108,41.899853516740805,-87.71052634768958,"41.899853516740805,-87.71052634768958"
11-04297240,12/25/2011,Front,,2,Open,1,"IN THE REAR, GARAGE HAS MISSING, PEOPLE GO IN FRONT WINDOW.",Vacant,1,,0,1,1,4204,W,IOWA,ST,60651,4204 W IOWA ST chicago IL 60651,1148174.41469633,1905671.86671348,41.89710962637084,-87.731225061034,"41.89710962637084,-87.731225061034"
11-04297510,12/26/2011,Front,,2,Open,1,ALL OVER,Vacant,1,,0,1,1,1931,W,WILSON,AVE,60640,1931 W WILSON AVE chicago IL 60640,1162641.96989243,1930562.60248976,41.96512042452285,-87.6773883125514,"41.96512042452285,-87.6773883125514"
11-04297634,12/26/2011,Front,,2,Open,1,ALL,Vacant,1,,0,1,1,7253,S,PRINCETON,AVE,60621,7253 S PRINCETON AVE chicago IL 60621,1175549.19011574,1856862.3011319,41.762600897168944,-87.63214517422091,"41.762600897168944,-87.63214517422091"
11-04297697,12/26/2011,Front,,2,Open,1,FRONT & REAR DOORS HAS BEEN REMOVED -SCHOOL IS ACROSS THE STREETS,Vacant,1,,0,1,1,4257,W,VAN BUREN,ST,60624,4257 W VAN BUREN ST chicago IL 60624,1148074.88940614,1897682.49288715,41.87518781121983,-87.731796302914,"41.87518781121983,-87.731796302914"
11-04297756,12/26/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,7244,S,DORCHESTER,AVE,60619,7244 S DORCHESTER AVE chicago IL 60619,1186797.26502097,1857146.5259892,41.763121836188795,-87.59091072640152,"41.763121836188795,-87.59091072640152"
11-04297767,12/26/2011,Front,,2,Open,1,FRONT AND REAR DOOR,Vacant,1,,0,1,1,6023,S,EBERHART,AVE,60637,6023 S EBERHART AVE chicago IL 60637,1180629.46001232,1865184.88003199,41.78532373554909,-87.61326995061206,"41.78532373554909,-87.61326995061206"
11-04297858,12/26/2011,Front,,2,Open,1,FRONT AND REAR,Vacant,1,,0,,0,12101,S,EGGLESTON,AVE,60628,12101 S EGGLESTON AVE chicago IL 60628,1175478.00731855,1824636.89346983,41.67417152798732,-87.6333663396243,"41.67417152798732,-87.6333663396243"
11-04297910,12/26/2011,Front,,2,Open,1,FRONT-REAR,Vacant,1,,0,,0,6316,S,KEDZIE,AVE,60629,6316 S KEDZIE AVE chicago IL 60629,1156142.9471663,1862466.17847461,41.77839086617265,-87.70312194708735,"41.77839086617265,-87.70312194708735"
11-04298057,12/26/2011,Front,,2,Open,1,FRONT REAR,Vacant,1,,0,,0,8525,S,SAGINAW,AVE,60617,8525 S SAGINAW AVE chicago IL 60617,1195309.47656607,1848959.36637928,41.74044980052652,-87.5599822240497,"41.74044980052652,-87.5599822240497"
11-04298154,12/26/2011,Rear,,2,Open,1,REAR DOOR AND WINDOW MISSING AND COACH HOUSE IS OPEN,Vacant,1,,0,1,1,8112,S,CLYDE,AVE,60617,8112 S CLYDE AVE chicago IL 60617,1191602.45540956,1851597.63623438,41.74778006100451,-87.57347874487758,"41.74778006100451,-87.57347874487758"
11-04298725,12/27/2011,,,2,,2,,,2,,0,,0,5554,W,54TH,ST,60638,5554 W 54TH ST chicago IL 60638,1140162.41996865,1868244.03999736,41.7945527647503,-87.76156756229429,"41.7945527647503,-87.76156756229429"
11-04299154,12/27/2011,Front,,2,Open,1,FRONT DOOR,Vacant,1,,0,1,1,1523,W,HOWARD,ST,60626,1523 W HOWARD ST chicago IL 60626,1164730.29000777,1950346.77896794,42.01936462106067,-87.6691459046358,"42.01936462106067,-87.6691459046358"
11-04299585,12/27/2011,Front,,2,Open,1,FRONT,Vacant,1,,0,,0,7919,S,BURNHAM,AVE,60617,7919 S BURNHAM AVE chicago IL 60617,1196215.75000295,1852999.37002759,41.75151348668218,-87.55652817923794,"41.75151348668218,-87.55652817923794"
11-04299588,12/27/2011,Front,,2,Open,1,"FRONT, REAR, AND SIDE",Vacant,1,,0,1,1,2827,W,CONGRESS,PKWY,60612,2827 W CONGRESS PKWY chicago IL 60612,1157608.46522444,1897643.54258097,41.874892247525885,-87.69679372795348,"41.874892247525885,-87.69679372795348"
11-04300005,12/27/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,8318,S,BURLEY,AVE,60617,8318 S BURLEY AVE chicago IL 60617,1199257.09503056,1850436.10381815,41.74440381564181,-87.54546937322007,"41.74440381564181,-87.54546937322007"
11-04300107,12/27/2011,Front,,2,Open,1,"FRONT AND REAR DOORS ARE OPEN, GATE IS MISSING",Vacant,1,,0,,0,4127,W,NEWPORT,AVE,60641,4127 W NEWPORT AVE chicago IL 60641,1148464.40318553,1922743.46218663,41.943950098827514,-87.72971862287407,"41.943950098827514,-87.72971862287407"
11-04300585,12/27/2011,,,2,,2,,,2,,0,,0,2346,W,MOFFAT,ST,60647,2346 W MOFFAT ST chicago IL 60647,1160379.19080068,1912192.52092534,41.9147590227761,-87.68621787591991,"41.9147590227761,-87.68621787591991"
11-04300796,12/27/2011,Rear,,2,Open,1,ALL AROUND,Vacant,1,1,1,,0,5524,S,CARPENTER,ST,60621,5524 S CARPENTER ST chicago IL 60621,1170257.85988372,1868079.82242625,41.79349984453545,-87.65121255147515,"41.79349984453545,-87.65121255147515"
11-04300916,12/27/2011,Rear,,2,Open,1,ALL AROUND,Vacant,1,,0,,0,5954,S,ARTESIAN,AVE,60629,5954 S ARTESIAN AVE chicago IL 60629,1161057.95827491,1865111.17807238,41.7855488499912,-87.68503002170824,"41.7855488499912,-87.68503002170824"
11-04300949,12/27/2011,Front,,2,Open,1,GARAGE,Vacant,1,,0,,0,7220,S,EAST END,AVE,60649,7220 S EAST END AVE chicago IL 60649,1188784.85712122,1857443.46501403,41.76388935692047,-87.58361646133118,"41.76388935692047,-87.58361646133118"
11-04301260,12/27/2011,Front,,2,Boarded,0,OPEN REAR DOOR / FOR SALE SIGN OUTSIDE (((773)))376-4945,Vacant,1,,0,1,1,3338,S,MORGAN,ST,60608,3338 S MORGAN ST chicago IL 60608,1170191.14691575,1882660.16986921,41.83351127057376,-87.65103268189826,"41.83351127057376,-87.65103268189826"
11-04301354,12/27/2011,Front,,2,Open,1,DOOR IN GANGWAY,Vacant,1,,0,1,1,4354,W,ADAMS,ST,60624,4354 W ADAMS ST chicago IL 60624,1147395.21041243,1898656.34048188,41.87787320742084,-87.73426687948495,"41.87787320742084,-87.73426687948495"
11-04301637,12/27/2011,,,2,,2,,,2,,0,,0,2940,W,IRVING PARK,RD,60618,2940 W IRVING PARK RD chicago IL 60618,1155956.21187877,1926443.60831215,41.95395547305668,-87.70208185502968,"41.95395547305668,-87.70208185502968"
11-04301703,12/27/2011,Garage,,2,Boarded,0,GARAGE ONLY - LEANING - HOUS IS NOT ABANDONED BUT OCCUPIED,Vacant,1,,0,1,1,3442,W,61ST,ST,60629,3442 W 61ST ST chicago IL 60629,1154494.52627117,1863958.88558587,41.782520070954796,-87.70912548343604,"41.782520070954796,-87.70912548343604"
11-04301784,12/27/2011,Rear,,2,Open,1,ALL AROUND,Vacant,1,,0,,0,5127,S,RACINE,AVE,60609,5127 S RACINE AVE chicago IL 60609,1169191.00210581,1870787.17752702,41.8009522951401,-87.65504629086941,"41.8009522951401,-87.65504629086941"
11-04301800,12/27/2011,Front,,2,Open,1,SCREEN DOOR,Vacant,1,,0,,0,842,E,88TH,ST,60619,842 E 88TH ST chicago IL 60619,1183562.07716951,1846815.37990601,41.734848095524185,-87.6030895051925,"41.734848095524185,-87.6030895051925"
11-04301822,12/27/2011,Rear,,2,Open,1,BACK DOOR,Vacant,1,,0,1,1,6400,S,HARVARD,AVE,60621,6400 S HARVARD AVE chicago IL 60621,1175166.24008154,1862509.76706955,41.77810674102656,-87.63338028430711,"41.77810674102656,-87.63338028430711"
11-04301840,12/27/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,7550,S,ESSEX,AVE,60649,7550 S ESSEX AVE chicago IL 60649,1194166.46001551,1855715.7101882,41.75901786208373,-87.56394867574585,"41.75901786208373,-87.56394867574585"
11-04301851,12/27/2011,Front,,2,Open,1,ALL AROUND,Vacant,1,,0,,0,6345,S,ABERDEEN,ST,60621,6345 S ABERDEEN ST chicago IL 60621,1170071.75088343,1862728.16081528,41.77881831221807,-87.65205049231021,"41.77881831221807,-87.65205049231021"
11-04301889,12/27/2011,Front,,2,Open,1,REAR,Vacant,1,1,1,,0,3107,W,ARTHINGTON,ST,60612,3107 W ARTHINGTON ST chicago IL 60612,1155789.80448975,1895872.76210739,41.87006985955162,-87.70351882074617,"41.87006985955162,-87.70351882074617"
11-04301981,12/27/2011,Rear,,2,Open,1,,Vacant,1,,0,,0,6341,S,CARPENTER,ST,60621,6341 S CARPENTER ST chicago IL 60621,1170401.99491693,1862763.65658733,41.778908530790446,-87.6508387604436,"41.778908530790446,-87.6508387604436"
11-04302424,12/27/2011,Front,,2,Open,1,MULTIPLE,Vacant,1,1,1,,0,12018,S,CALUMET,AVE,60628,12018 S CALUMET AVE chicago IL 60628,1180387.7599916,1825249.17003076,41.67574085548413,-87.61537745285807,"41.67574085548413,-87.61537745285807"
11-04302564,12/27/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,8018,S,ELIZABETH,ST,60620,8018 S ELIZABETH ST chicago IL 60620,1169383.9535769,1851611.58929619,41.74832793335083,-87.65489344520292,"41.74832793335083,-87.65489344520292"
11-04302569,12/27/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,1632,S,CENTRAL PARK,AVE,60623,1632 S CENTRAL PARK AVE chicago IL 60623,1152641.49169011,1891590.19001582,41.85838080173054,-87.71519051601696,"41.85838080173054,-87.71519051601696"
11-04302574,12/27/2011,Front,,2,Open,1,FRONT REAR,Vacant,1,1,1,1,1,64,S,PEORIA,ST,60607,64 S PEORIA ST chicago IL 60607,1170424.32379101,1899935.12542253,41.8809100657501,-87.64967241250383,"41.8809100657501,-87.64967241250383"
11-04302576,12/27/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,1857,E,81ST,ST,60617,1857 E 81ST ST chicago IL 60617,1189947.26906599,1851623.17069102,41.747890080188284,-87.5795429396141,"41.747890080188284,-87.5795429396141"
11-04302679,12/27/2011,Front,,2,Open,1,"BACK, FRONT, GARAGE",Vacant,1,,0,1,1,3638,W,79TH,PL,60652,3638 W 79TH PL chicago IL 60652,1153491.89996627,1851637.00000456,41.748726765580884,-87.71312717993395,"41.748726765580884,-87.71312717993395"
11-04302718,12/27/2011,Garage,,2,Open,1,"FRONT, SIDE, BACK",Vacant,1,,0,1,1,3634,W,79TH,PL,60652,3634 W 79TH PL chicago IL 60652,1153517.59996627,1851637.80000456,41.748728452529114,-87.71303298355124,"41.748728452529114,-87.71303298355124"
11-04302804,12/27/2011,,,2,,2,,,2,,0,,0,8930,S,BALTIMORE,AVE,60617,8930 S BALTIMORE AVE chicago IL 60617,1198446.47000006,1846349.009984,41.73320884960474,-87.54857608584726,"41.73320884960474,-87.54857608584726"
11-04302805,12/27/2011,Front,,2,Open,1,DOORS AND WINDOWS,Vacant,1,,0,1,1,518,W,104TH,ST,60628,518 W 104TH ST chicago IL 60628,1174605.95020975,1835930.09506685,41.70518120359838,-87.6362236710154,"41.70518120359838,-87.6362236710154"
11-04303092,12/27/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,3816,S,EMERALD,AVE,60609,3816 S EMERALD AVE chicago IL 60609,1171927.19619678,1879572.39527317,41.82500011858108,-87.64475359856661,"41.82500011858108,-87.64475359856661"
11-04303243,12/27/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,639,W,GARFIELD,BLVD,60621,639 W GARFIELD BLVD chicago IL 60621,1172873.58003274,1868286.37998984,41.794009306915505,-87.64161485921069,"41.794009306915505,-87.64161485921069"
11-04303482,12/27/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,5027,S,RACINE,AVE,60609,5027 S RACINE AVE chicago IL 60609,1169173.13797573,1871451.53922545,41.8027757639872,-87.65509257932396,"41.8027757639872,-87.65509257932396"
11-04303521,12/27/2011,Rear,,2,Open,1,REAR GATE HAVE BEEN OPENED,Vacant,1,1,1,1,1,1108,E,73RD,ST,60619,1108 E 73RD ST chicago IL 60619,1184901.54000846,1856835.79178039,41.76231384062928,-87.59786855487569,"41.76231384062928,-87.59786855487569"
11-04303566,12/27/2011,Front,,2,Open,1,,Vacant,1,1,1,,0,2626,W,ROOSEVELT,RD,60608,2626 W ROOSEVELT RD chicago IL 60608,1158902.05058158,1894613.2410969,41.86655037957695,-87.69212732237487,"41.86655037957695,-87.69212732237487"
11-04304734,12/28/2011,Rear,,2,Open,1,REAR,Vacant,1,,0,1,1,8522,S,ESCANABA,AVE,60617,8522 S ESCANABA AVE chicago IL 60617,1196964.44730575,1849023.18581092,41.74058395444159,-87.5539166031601,"41.74058395444159,-87.5539166031601"
11-04304984,12/28/2011,Rear,,2,Boarded,0,ONLY THE REAR WINDOW IS OPEN,Vacant,1,,0,,0,6623,S,LOWE,AVE,60621,6623 S LOWE AVE chicago IL 60621,1173178.25982596,1860970.64077494,41.773927374166846,-87.64071371179277,"41.773927374166846,-87.64071371179277"
11-04305069,12/28/2011,Front,,2,Boarded,0,,Occupied,0,,0,1,1,9513,S,WINSTON,AVE,60643,9513 S WINSTON AVE chicago IL 60643,1167911.40907947,1841639.67602067,41.72099528325275,-87.66057498224211,"41.72099528325275,-87.66057498224211"
11-04305134,12/28/2011,Front,,2,Open,1,FRONT AND BACK DOOR,Vacant,1,,0,1,1,7442,S,DORCHESTER,AVE,60619,7442 S DORCHESTER AVE chicago IL 60619,1186830.37100548,1855926.71163397,41.75977376947343,-87.59082797896988,"41.75977376947343,-87.59082797896988"
11-04305458,12/28/2011,Front,,2,Open,1,REAR,Vacant,1,,0,1,1,706,W,61ST,ST,60621,706 W 61ST ST chicago IL 60621,1172631.81098173,1864426.45208394,41.78342257581151,-87.64261512229879,"41.78342257581151,-87.64261512229879"
11-04305566,12/28/2011,Garage,,2,Open,1,NO GARAGE DOOR - NEEDS BOARDING,Vacant,1,,0,,0,5420,S,SEELEY,AVE,60609,5420 S SEELEY AVE chicago IL 60609,1163613.17838057,1868709.89678761,41.795370941802084,-87.6755604136083,"41.795370941802084,-87.6755604136083"
11-04305592,12/28/2011,Garage,,2,Open,1,NO DOOR - NEEDS BOARDING,Vacant,1,,0,,0,5350,S,HONORE,ST,60609,5350 S HONORE ST chicago IL 60609,1164915.68926743,1869545.20880218,41.79763569173815,-87.67076045396121,"41.79763569173815,-87.67076045396121"
11-04305616,12/28/2011,Front,,2,Open,1,REAR GARAGE DOORS OFF,Vacant,1,,0,,0,1027,N,ST LOUIS,AVE,60651,1027 N ST LOUIS AVE chicago IL 60651,1152853.71202499,1906622.27752955,41.89962624525733,-87.71401336218597,"41.89962624525733,-87.71401336218597"
11-04305878,12/28/2011,Front,,2,Open,1,OPEN IN FRONT AND BACK,Vacant,1,,0,1,1,7717,S,SANGAMON,ST,60620,7717 S SANGAMON ST chicago IL 60620,1171312.52341059,1853662.8050741,41.75391479198981,-87.64776662304895,"41.75391479198981,-87.64776662304895"
11-04306066,12/28/2011,Rear,,2,Open,1,THE ENTRY POINT IS IN THE REAR OF THE BUILDING.,Vacant,1,,0,1,1,6836,S,JUSTINE,ST,60636,6836 S JUSTINE ST chicago IL 60636,1167182.73491854,1859392.44446898,41.76972699959088,-87.66273721450102,"41.76972699959088,-87.66273721450102"
11-04306190,12/28/2011,Front,,2,Open,1,REAR FRONT,Vacant,1,,0,1,1,138,W,95TH,ST,60628,138 W 95TH ST chicago IL 60628,1176922.7599302,1841959.23987512,41.72167422558824,-87.62755883989452,"41.72167422558824,-87.62755883989452"
11-04306209,12/28/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,5806,W,ROOSEVELT,RD,60644,5806 W ROOSEVELT RD chicago IL 60644,1137844.90038785,1894091.950496,41.865525467680534,-87.76944386354533,"41.865525467680534,-87.76944386354533"
11-04306276,12/28/2011,Front,,2,Open,1,ALL  AROUND,Vacant,1,,0,,0,6122,S,CARPENTER,ST,60621,6122 S CARPENTER ST chicago IL 60621,1170362.56178977,1864214.03516848,41.78288940003037,-87.65094112907772,"41.78288940003037,-87.65094112907772"
11-04306538,12/28/2011,Front,,2,Open,1,ALL AROUND,Vacant,1,,0,,0,6030,S,ABERDEEN,ST,60621,6030 S ABERDEEN ST chicago IL 60621,1170014.97841946,1864815.59971409,41.78454772644556,-87.65219800489557,"41.78454772644556,-87.65219800489557"
11-04306768,12/28/2011,Front,,2,Open,1,ALL AROUND,Vacant,1,,0,,0,5943,S,BISHOP,ST,60636,5943 S BISHOP ST chicago IL 60636,1167681.62008964,1865329.85782258,41.78600931793253,-87.66073829420522,"41.78600931793253,-87.66073829420522"
11-04306770,12/28/2011,Front,,2,Open,1,DOORS AND WINDOWS,Vacant,1,,0,,0,2241,W,SCHOOL,ST,60618,2241 W SCHOOL ST chicago IL 60618,1160727.49000228,1921873.32962504,41.94131658897782,-87.68466920659674,"41.94131658897782,-87.68466920659674"
11-04307032,12/28/2011,Front,,2,Open,1,DOORS AND WINDOWS,Vacant,1,,0,,0,2143,W,SCHOOL,ST,60618,2143 W SCHOOL ST chicago IL 60618,1161385.10013379,1921889.61723043,41.94134760260409,-87.68225177765646,"41.94134760260409,-87.68225177765646"
11-04307345,12/28/2011,Front,,2,Open,1,FRONT AND REAR,Vacant,1,1,1,1,1,6201,S,TALMAN,AVE,60629,6201 S TALMAN AVE chicago IL 60629,1159772.45589265,1863434.58640629,41.78097455125271,-87.68978930473676,"41.78097455125271,-87.68978930473676"
11-04307664,12/28/2011,Front,,2,Open,1,FRONT REAR,Vacant,1,,0,1,1,2128,S,MARSHALL,BLVD,60623,2128 S MARSHALL BLVD chicago IL 60623,1157033.23997661,1889628.44570736,41.8529096662218,-87.6991231189331,"41.8529096662218,-87.6991231189331"
11-04307949,12/28/2011,Front,,2,Open,1,WINDOW,Vacant,1,,0,,0,3640,N,LINDER,AVE,60641,3640 N LINDER AVE chicago IL 60641,1139043.87969811,1923661.3295166,41.94664563567533,-87.76432222413348,"41.94664563567533,-87.76432222413348"
11-04307957,12/28/2011,Rear,,2,Boarded,0,,Vacant,1,,0,,0,3642,N,LINDER,AVE,60641,3642 N LINDER AVE chicago IL 60641,1139043.37969811,1923674.8295166,41.94668269011089,-87.7643237325876,"41.94668269011089,-87.7643237325876"
11-04310197,12/29/2011,Garage,,2,Open,1,REAR OF BUILDING,Vacant,1,,0,,0,4928,W,HURON,ST,60644,4928 W HURON ST chicago IL 60644,1143376.066327,1904189.95909632,41.89313415518234,-87.74888597900483,"41.89313415518234,-87.74888597900483"
11-04310301,12/29/2011,Garage,,2,Open,1,REAR,Vacant,1,,0,,0,4930,W,HURON,ST,60644,4930 W HURON ST chicago IL 60644,1143362.666327,1904189.65909632,41.89313358240632,-87.74893520032738,"41.89313358240632,-87.74893520032738"
11-04310359,12/29/2011,Front,,2,Open,1,FRONT DOOR,Vacant,1,,0,1,1,3945,W,POLK,ST,60624,3945 W POLK ST chicago IL 60624,1150209.28561846,1896075.67648015,41.87073720893473,-87.72400146982457,"41.87073720893473,-87.72400146982457"
11-04310511,12/29/2011,Garage,,2,Open,1,REAR,Vacant,1,,0,,0,953,N,LAWLER,AVE,60651,953 N LAWLER AVE chicago IL 60651,1142517.70909889,1905872.08188192,41.89776609774124,-87.75199658660006,"41.89776609774124,-87.75199658660006"
11-04311212,12/29/2011,Front,,2,Open,1,BACK,Vacant,1,,0,,0,9219,S,UNIVERSITY,AVE,60619,9219 S UNIVERSITY AVE chicago IL 60619,1185488.28942767,1844082.61511343,41.727304024679036,-87.59611851785273,"41.727304024679036,-87.59611851785273"
11-04311263,12/29/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,4042,W,PALMER,ST,60639,4042 W PALMER ST chicago IL 60639,1148965.822618,1914313.33159061,41.92080738057848,-87.72809435487484,"41.92080738057848,-87.72809435487484"
11-04311301,12/29/2011,Front,,2,Open,1,DOORS AND WINDOWS,Vacant,1,1,1,,0,10186,S,WINSTON,AVE,60643,10186 S WINSTON AVE chicago IL 60643,1169358.35257508,1837333.63572517,41.709147701220935,-87.65539931897827,"41.709147701220935,-87.65539931897827"
11-04311332,12/29/2011,Front,,2,Open,1,REAR,Vacant,1,,0,1,1,8159,S,MUSKEGON,AVE,60617,8159 S MUSKEGON AVE chicago IL 60617,1196582.72177064,1851416.1770178,41.747159986672784,-87.55523589770294,"41.747159986672784,-87.55523589770294"
11-04311566,12/29/2011,Front,,2,Open,1,REAR,Vacant,1,,0,,0,4411,S,EMERALD,AVE,60609,4411 S EMERALD AVE chicago IL 60609,1172038.719276,1875564.64846792,41.81400002274352,-87.64446233237877,"41.81400002274352,-87.64446233237877"
11-04311903,12/29/2011,,,2,,2,,,2,,0,,0,1131,W,17TH,ST,60608,1131 W 17TH ST chicago IL 60608,1169210.4108752,1891900.4500231,41.85888874223204,-87.65436314281322,"41.85888874223204,-87.65436314281322"
11-04311992,12/29/2011,Front,,2,Open,1,NOT SURE,Vacant,1,,0,1,1,4229,S,PRAIRIE,AVE,60653,4229 S PRAIRIE AVE chicago IL 60653,1178743.04879155,1877026.68677189,41.817861866333395,-87.61982591664402,"41.817861866333395,-87.61982591664402"
11-04312859,12/29/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,2133,W,ARMITAGE,AVE,60647,2133 W ARMITAGE AVE chicago IL 60647,1161817.53986951,1913271.76316627,41.917690637351946,-87.68090341045887,"41.917690637351946,-87.68090341045887"
11-04312934,12/29/2011,Front,,2,Open,1,REAR BASEMENT DOOR,Vacant,1,,0,,0,1308,W,103RD,ST,60643,1308 W 103RD ST chicago IL 60643,1169454.33436972,1836477.99070056,41.70679760391486,-87.65507250335614,"41.70679760391486,-87.65507250335614"
11-04313416,12/29/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,4714,W,GLADYS,AVE,60644,4714 W GLADYS AVE chicago IL 60644,1145019.16680043,1897938.36393416,41.875948171159095,-87.74300935315178,"41.875948171159095,-87.74300935315178"
11-04313773,12/29/2011,Front,,2,Open,1,REAR DOOR AND GARAGE DOOR,Vacant,1,,0,,0,4206,W,IOWA,ST,60651,4206 W IOWA ST chicago IL 60651,1148152.81469633,1905671.06671348,41.897107847032395,-87.73130441605524,"41.897107847032395,-87.73130441605524"
11-04313892,12/29/2011,,,2,,2,,,2,,0,,0,746,E,47TH,ST,60653,746 E 47TH ST chicago IL 60653,1182116.96646878,1874014.44512287,41.80951849841175,-87.6075428070022,"41.80951849841175,-87.6075428070022"
11-04314054,12/29/2011,Garage,,2,Open,1,,Vacant,1,,0,,0,1014,N,TRUMBULL,AVE,60651,1014 N TRUMBULL AVE chicago IL 60651,1153191.35637621,1906529.96002401,41.89936622197249,-87.71277564018182,"41.89936622197249,-87.71277564018182"
11-04314380,12/30/2011,Front,,2,Open,1,DOORS,Vacant,1,,0,1,1,8259,S,COMMERCIAL,AVE,60617,8259 S COMMERCIAL AVE chicago IL 60617,1197627.70022548,1850704.45109264,41.745180963573695,-87.55143059442057,"41.745180963573695,-87.55143059442057"
11-04314569,12/30/2011,Front,,2,Boarded,0,FRONT,Vacant,1,,0,,0,5622,S,MARSHFIELD,AVE,60636,5622 S MARSHFIELD AVE chicago IL 60636,1166301.07997083,1867425.06789251,41.79178835545152,-87.66574038511152,"41.79178835545152,-87.66574038511152"
11-04315188,12/30/2011,,,2,,2,,,2,,0,,0,6443,S,MAPLEWOOD,AVE,60629,6443 S MAPLEWOOD AVE chicago IL 60629,1160481.55077254,1861843.24019497,41.77659308296406,-87.68723343893623,"41.77659308296406,-87.68723343893623"
11-04315192,12/30/2011,,,2,,2,,,2,,0,,0,3745,N,LAKEWOOD,AVE,60613,3745 N LAKEWOOD AVE chicago IL 60613,1166960.56677837,1925040.51747563,41.94987578336285,-87.66166906427095,"41.94987578336285,-87.66166906427095"
11-04315201,12/30/2011,,,2,,2,,,2,,0,,0,7628,S,EBERHART,AVE,60619,7628 S EBERHART AVE chicago IL 60619,1180895.74061644,1854541.7892152,41.75611189992663,-87.61262065335266,"41.75611189992663,-87.61262065335266"
