SERVICE REQUEST #,DATE RECEIVED,LOT LOCATION,DANGEROUS OR HAZARDOUS?,Dangerous flag,OPEN OR BOARDED?,Open flag,ENTRY POINT,VACANT OR OCCUPIED?,Vacant flag,VACANT DUE TO FIRE?,Fire flag,ANY PEOPLE USING PROPERTY?,In use flag,ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,Full Address,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,Location
11-00026136,01/06/2011,Front,,2,Open,1,,Vacant,1,,0,,0,1813,S,RUBLE,ST,60616,1813 S RUBLE ST chicago IL 60616,1172097.59979456,1891416.0434992,41.85749635155649,-87.64377959139824,"41.85749635155649,-87.64377959139824"
11-00026157,01/06/2011,Front,,2,Open,1,,Vacant,1,,0,,0,10734,S,EBERHART,AVE,60628,10734 S EBERHART AVE chicago IL 60628,1181481.34863293,1833887.18391874,41.69941969798133,-87.6111096454555,"41.69941969798133,-87.6111096454555"
11-00026478,01/06/2011,Front,,2,Open,1,FRONT,Vacant,1,,0,,0,309,W,106TH,ST,60628,309 W 106TH ST chicago IL 60628,1176053.64057082,1834637.7714203,41.70160260052959,-87.63096100807775,"41.70160260052959,-87.63096100807775"
11-00026595,01/06/2011,,,2,,2,,,2,,0,,0,6141,S,PRAIRIE,AVE,60637,6141 S PRAIRIE AVE chicago IL 60637,1179093.90988131,1864341.43248817,41.78304438318284,-87.61892561351485,"41.78304438318284,-87.61892561351485"
11-00026683,01/06/2011,Front,,2,Open,1,REAR AND FRONT DOOR,Vacant,1,,0,,0,7362,S,COLES,AVE,60649,7362 S COLES AVE chicago IL 60649,1194986.33568843,1856912.63987331,41.76228216377857,-87.56090454536827,"41.76228216377857,-87.56090454536827"
11-00026933,01/06/2011,Front,,2,Boarded,0,REAR,Vacant,1,,0,1,1,4921,W,POTOMAC,AVE,60651,4921 W POTOMAC AVE chicago IL 60651,1143322.59663062,1908199.78691027,41.904138578913894,-87.74898204886922,"41.904138578913894,-87.74898204886922"
11-00027425,01/06/2011,,,2,,2,,,2,,0,,0,10245,S,VERNON,AVE,60628,10245 S VERNON AVE chicago IL 60628,1181053.7524665,1837129.7408236,41.70832753353746,-87.61257593424878,"41.70832753353746,-87.61257593424878"
11-00027426,01/06/2011,,,2,,2,,,2,,0,,0,10141,S,EBERHART,AVE,60628,10141 S EBERHART AVE chicago IL 60628,1181366.76050284,1837830.21057416,41.710242518079646,-87.61140818189308,"41.710242518079646,-87.61140818189308"
11-00027431,01/06/2011,Front,,2,Open,1,,Vacant,1,,0,,0,5542,S,RICHMOND,ST,60629,5542 S RICHMOND ST chicago IL 60629,1157654.27122941,1867747.9230986,41.79285419508611,-87.69743809914155,"41.79285419508611,-87.69743809914155"
11-00027497,01/06/2011,Rear,,2,Open,1,,Vacant,1,,0,,0,3535,N,PLAINFIELD,AVE,60634,3535 N PLAINFIELD AVE chicago IL 60634,1120126.94491042,1922428.77243055,41.94358689154672,-87.83388317796992,"41.94358689154672,-87.83388317796992"
11-00027706,01/06/2011,Front,,2,Boarded,0,,Vacant,1,1,1,,0,1121,S,WHIPPLE,ST,60612,1121 S WHIPPLE ST chicago IL 60612,1156194.71998598,1895076.11108125,41.86787560402605,-87.70205375465459,"41.86787560402605,-87.70205375465459"
11-00027909,01/06/2011,Front,,2,Open,1,ALL AROUND,Vacant,1,,0,1,1,717,N,CENTRAL PARK,AVE,60624,717 N CENTRAL PARK AVE chicago IL 60624,1152254.1540212,1904546.18338651,41.893941094585024,-87.71627039696808,"41.893941094585024,-87.71627039696808"
11-00028561,01/06/2011,Front,,2,Boarded,0,NOT AT ALL,Vacant,1,1,1,,0,821,W,33RD,ST,60608,821 W 33RD ST chicago IL 60608,1171250.11993329,1883144.37259319,41.834816819593605,-87.64713291517292,"41.834816819593605,-87.64713291517292"
11-00028711,01/06/2011,Front,,2,Open,1,UNSECURED WINDOWS AND DOORS,Vacant,1,,0,1,1,4855,S,SPRINGFIELD,AVE,60632,4855 S SPRINGFIELD AVE chicago IL 60632,1151187.42989988,1872147.06340833,41.805054900930465,-87.72103658267459,"41.805054900930465,-87.72103658267459"
11-00029243,01/06/2011,Front,,2,Open,1,FRONT DOOR,Occupied,0,,0,1,1,6120,S,MENARD,AVE,60638,6120 S MENARD AVE chicago IL 60638,1138784.45728447,1863390.16112333,41.78125790768088,-87.7667379184836,"41.78125790768088,-87.7667379184836"
11-00029553,01/06/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,8512,S,BURLEY,AVE,60617,8512 S BURLEY AVE chicago IL 60617,1199289.60636819,1849152.22701318,41.74087994876391,-87.54539332470999,"41.74087994876391,-87.54539332470999"
11-00029575,01/06/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,8328,S,MACKINAW,AVE,60617,8328 S MACKINAW AVE chicago IL 60617,1199921.29489544,1850387.08639204,41.74425259482996,-87.54303737632472,"41.74425259482996,-87.54303737632472"
11-00029581,01/06/2011,Front,,2,Open,1,,Vacant,1,,0,,0,8527,S,MACKINAW,AVE,60617,8527 S MACKINAW AVE chicago IL 60617,1199951.10749946,1849067.1273117,41.7406297830931,-87.54297256269642,"41.7406297830931,-87.54297256269642"
11-00029652,01/06/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,8448,S,GREEN BAY,AVE,60617,8448 S GREEN BAY AVE chicago IL 60617,1200268.14620844,1849598.4499132,41.7420797734372,-87.54179308691951,"41.7420797734372,-87.54179308691951"
11-00029836,01/06/2011,Front,,2,Open,1,DOORS,Vacant,1,,0,,0,1631,S,CENTRAL PARK,AVE,60623,1631 S CENTRAL PARK AVE chicago IL 60623,1152641.39169011,1891596.99001582,41.858399463696365,-87.71519070338144,"41.858399463696365,-87.71519070338144"
11-00029912,01/06/2011,Front,,2,Open,1,,Vacant,1,,0,,0,8410,S,BURLEY,AVE,60617,8410 S BURLEY AVE chicago IL 60617,1199272.28892865,1849827.25682269,41.742732714339105,-87.54543412842136,"41.742732714339105,-87.54543412842136"
11-00030185,01/06/2011,Front,,2,Open,1,,Vacant,1,,0,,0,4520,W,ADAMS,ST,60624,4520 W ADAMS ST chicago IL 60624,1146200.33772457,1898629.11410522,41.877821297380166,-87.73865489552985,"41.877821297380166,-87.73865489552985"
11-00030514,01/06/2011,,,2,,2,,,2,,0,,0,10218,S,CHARLES,ST,60643,10218 S CHARLES ST chicago IL 60643,1168272.16929955,1837109.0207133,41.708554719797775,-87.65938348865323,"41.708554719797775,-87.65938348865323"
11-00030838,01/06/2011,Front,,2,Open,1,FRONT AND REAR,Vacant,1,,0,1,1,6511,S,RHODES,AVE,60637,6511 S RHODES AVE chicago IL 60637,1181020.84671262,1861961.20330124,41.77646865569455,-87.6119341230604,"41.77646865569455,-87.6119341230604"
11-00030858,01/06/2011,Rear,,2,Open,1,BACK DOOR IS OPEN,Vacant,1,,0,,0,5234,S,PAULINA,ST,60609,5234 S PAULINA ST chicago IL 60609,1165897.95688157,1869994.27989799,41.79884716374518,-87.66714555964712,"41.79884716374518,-87.66714555964712"
11-00030871,01/06/2011,,,2,,2,,,2,,0,,0,10342,S,EMERALD,AVE,60628,10342 S EMERALD AVE chicago IL 60628,1173136.62283087,1836274.9320666,41.70616000115666,-87.64159402742557,"41.70616000115666,-87.64159402742557"
11-00031829,01/07/2011,Front,,2,Open,1,FRONT & REAR,Vacant,1,,0,1,1,8526,S,BUFFALO,AVE,60617,8526 S BUFFALO AVE chicago IL 60617,1199620.77437712,1849065.44077962,41.74063347396879,-87.54418289808653,"41.74063347396879,-87.54418289808653"
11-00031831,01/07/2011,Front,,2,Open,1,FRONT & REAR,Vacant,1,,0,,0,8531,S,BUFFALO,AVE,60617,8531 S BUFFALO AVE chicago IL 60617,1199621.67437712,1849031.74077962,41.740540976099055,-87.544180732915,"41.740540976099055,-87.544180732915"
11-00032146,01/07/2011,Front,,2,Open,1,FRONT DOOR  WIDE  OPEN,Vacant,1,1,1,1,1,8406,S,MANISTEE,AVE,60617,8406 S MANISTEE AVE chicago IL 60617,1195955.46470628,1849765.98277604,41.74264726615982,-87.55758880200673,"41.74264726615982,-87.55758880200673"
11-00032246,01/07/2011,Front,,2,Open,1,,Vacant,1,,0,,0,2910,E,78TH,PL,60649,2910 E 78TH PL chicago IL 60649,1197274.13939926,1853419.58947748,41.75264031152734,-87.55263580161471,"41.75264031152734,-87.55263580161471"
11-00032251,01/07/2011,Front,,2,Open,1,,Vacant,1,,0,,0,2915,E,78TH,PL,60649,2915 E 78TH PL chicago IL 60649,1197309.33939926,1853448.08947748,41.75271764100863,-87.55250586324728,"41.75271764100863,-87.55250586324728"
11-00032252,01/07/2011,Front,,2,Open,1,,Vacant,1,,0,,0,2921,E,78TH,PL,60649,2921 E 78TH PL chicago IL 60649,1197351.63939926,1853482.28947748,41.75281043469275,-87.55234971692492,"41.75281043469275,-87.55234971692492"
11-00032512,01/07/2011,Front,,2,Open,1,,Vacant,1,,0,,0,900,W,79TH,ST,60620,900 W 79TH ST chicago IL 60620,1171676.80471357,1852459.94191267,41.75060600631601,-87.64646684974787,"41.75060600631601,-87.64646684974787"
11-00032677,01/07/2011,Front,,2,Open,1,FRONT,Vacant,1,,0,1,1,5475,W,LAKE,ST,60644,5475 W LAKE ST chicago IL 60644,1139472.5968979,1902020.77077325,41.88725369948249,-87.76327509894395,"41.88725369948249,-87.76327509894395"
11-00033462,01/07/2011,Front,,2,Open,1,,Vacant,1,,0,,0,6325,S,JUSTINE,ST,60636,6325 S JUSTINE ST chicago IL 60636,1167089.24769598,1862782.92720647,41.779032919048056,-87.6629830243694,"41.779032919048056,-87.6629830243694"
11-00033548,01/07/2011,Rear,,2,Open,1,REAR,Vacant,1,,0,,0,10750,S,MICHIGAN,AVE,60628,10750 S MICHIGAN AVE chicago IL 60628,1178798.32403281,1834041.8417327,41.69990542116854,-87.62092895066642,"41.69990542116854,-87.62092895066642"
11-00033551,01/07/2011,Rear,,2,Open,1,,Vacant,1,,0,,0,8330,S,PAXTON,AVE,60617,8330 S PAXTON AVE chicago IL 60617,1192297.1231198,1850170.44263211,41.743846855745645,-87.57097964603551,"41.743846855745645,-87.57097964603551"
11-00033903,01/07/2011,Front,,2,Open,1,FRONT AND REAR,Vacant,1,,0,1,1,3854,W,49TH,ST,60632,3854 W 49TH ST chicago IL 60632,1151383.13498777,1871860.48002643,41.80426464658273,-87.72032630732163,"41.80426464658273,-87.72032630732163"
11-00034257,01/07/2011,Rear,,2,Open,1,THE ENTRY POINT IS THE REAR BASEMENT.,Vacant,1,,0,1,1,6726,S,LOOMIS,BLVD,60636,6726 S LOOMIS BLVD chicago IL 60636,1168154.70292478,1860149.7985663,41.771784424869594,-87.65915264300634,"41.771784424869594,-87.65915264300634"
11-00034376,01/07/2011,Front,,2,Open,1,SIDE ENTRANCE,Vacant,1,,0,,0,4858,S,WINCHESTER,AVE,60609,4858 S WINCHESTER AVE chicago IL 60609,1164173.61878436,1872454.93399612,41.80563599338915,-87.67339982233393,"41.80563599338915,-87.67339982233393"
11-00034526,01/07/2011,,,2,,2,,,2,,0,,0,5226,S,JUSTINE,ST,60609,5226 S JUSTINE ST chicago IL 60609,1166890.46541693,1870070.04957846,41.799033919171926,-87.6635036419151,"41.799033919171926,-87.6635036419151"
11-00034533,01/07/2011,Front,,2,Open,1,FRONT,Vacant,1,,0,,0,6726,S,ELIZABETH,ST,60636,6726 S ELIZABETH ST chicago IL 60636,1169148.13999728,1860177.17002354,41.77183810806998,-87.65551023228086,"41.77183810806998,-87.65551023228086"
11-00034636,01/07/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,9122,S,THROOP,ST,60620,9122 S THROOP ST chicago IL 60620,1169262.95691911,1844278.2499286,41.728206830687505,-87.65554845203917,"41.728206830687505,-87.65554845203917"
11-00034680,01/07/2011,Front,,2,Open,1,FRONT,Vacant,1,,0,1,1,4013,W,ARTHINGTON,ST,60624,4013 W ARTHINGTON ST chicago IL 60624,1149765.26061617,1895811.68999911,41.87002143712177,-87.72563851335134,"41.87002143712177,-87.72563851335134"
11-00034979,01/07/2011,Front,,2,Open,1,,Vacant,1,,0,,0,3633,S,STATE,ST,60609,3633 S STATE ST chicago IL 60609,1176892.03827973,1880856.30986851,41.82841264995667,-87.62650036809409,"41.82841264995667,-87.62650036809409"
11-00035702,01/07/2011,Front,,2,Open,1,,Vacant,1,,0,,0,6401,S,CICERO,AVE,60638,6401 S CICERO AVE chicago IL 60638,1145481.13446985,1861733.06378585,41.77658684354357,-87.74222777055144,"41.77658684354357,-87.74222777055144"
11-00035853,01/07/2011,Rear,,2,Open,1,REAR,Vacant,1,,0,,0,3854,W,ARTHINGTON,ST,60624,3854 W ARTHINGTON ST chicago IL 60624,1150848.45237751,1895758.02341638,41.8698530583633,-87.72166316048386,"41.8698530583633,-87.72166316048386"
11-00036176,01/07/2011,Rear,,2,Boarded,0,REAR,Vacant,1,,0,1,1,1454,S,AVERS,AVE,60623,1454 S AVERS AVE chicago IL 60623,1150946.80770606,1892739.67120219,41.861568426391145,-87.72138105816296,"41.861568426391145,-87.72138105816296"
11-00036242,01/07/2011,Rear,,2,Open,1,PEOPLE INOUT ALL  TIME,Vacant,1,,0,1,1,6215,S,WOOD,ST,,6215 S WOOD ST chicago IL,1165414.08537639,1863468.34038502,41.78094945180829,-87.6691049244953,"41.78094945180829,-87.6691049244953"
11-00036469,01/07/2011,Front,,2,Open,1,FRONT AND REAR,Vacant,1,,0,1,1,5147,W,CONCORD,PL,,5147 W CONCORD PL chicago IL,1141912.35917739,1910486.5800286,41.91044004023834,-87.75410556017609,"41.91044004023834,-87.75410556017609"
11-00036477,01/07/2011,Front,,2,Open,1,FRONT AND REAR,Vacant,1,,0,1,1,5141,W,CONCORD,PL,,5141 W CONCORD PL chicago IL,1141961.95917739,1910487.6800286,41.91044213947754,-87.75392331893974,"41.91044213947754,-87.75392331893974"
11-00036521,01/07/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,4832,W,SCHOOL,ST,60641,4832 W SCHOOL ST chicago IL 60641,1143576.12398133,1921503.58503003,41.94064081509234,-87.74771703645992,"41.94064081509234,-87.74771703645992"
11-00036645,01/07/2011,Front,,2,Open,1,ALL OVER,Vacant,1,,0,1,1,5227,S,MICHIGAN,AVE,60615,5227 S MICHIGAN AVE chicago IL 60615,1178046.58989581,1870289.19999918,41.7993894477616,-87.62258511568307,"41.7993894477616,-87.62258511568307"
11-00036661,01/07/2011,Front,,2,Open,1,ALL OVER,Vacant,1,,0,1,1,5244,S,MICHIGAN,AVE,60615,5244 S MICHIGAN AVE chicago IL 60615,1178049.38989581,1870184.59999918,41.79910235210058,-87.62257801924251,"41.79910235210058,-87.62257801924251"
11-00036746,01/07/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,2939,E,91ST,ST,60617,2939 E 91ST ST chicago IL 60617,1197366.00099644,1845191.10052498,41.73005841688452,-87.55257275243086,"41.73005841688452,-87.55257275243086"
11-00036762,01/07/2011,Front,,2,Open,1,,Vacant,1,,0,,0,8622,S,BALTIMORE,AVE,60617,8622 S BALTIMORE AVE chicago IL 60617,1198254.58336697,1848393.49009241,41.738823860162306,-87.54921080335522,"41.738823860162306,-87.54921080335522"
11-00036776,01/07/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,8906,S,BALTIMORE,AVE,60617,8906 S BALTIMORE AVE chicago IL 60617,1198441.87000006,1846510.609984,41.733652407735484,-87.54858753968604,"41.733652407735484,-87.54858753968604"
11-00036783,01/07/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,8321,S,BALTIMORE,AVE,60617,8321 S BALTIMORE AVE chicago IL 60617,1196613.21102326,1850359.24126866,41.74425891736536,-87.55515920340406,"41.74425891736536,-87.55515920340406"
11-00036793,01/07/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,8329,S,BALTIMORE,AVE,60617,8329 S BALTIMORE AVE chicago IL 60617,1196683.01102326,1850307.94126866,41.74411641378842,-87.55490515457146,"41.74411641378842,-87.55490515457146"
11-00037101,01/07/2011,Front,,2,Open,1,,Vacant,1,,0,,0,7033,S,TALMAN,AVE,60629,7033 S TALMAN AVE chicago IL 60629,1159923.1234921,1857909.63331475,41.765810192775334,-87.68938858920612,"41.765810192775334,-87.68938858920612"
11-00037166,01/07/2011,,,2,,2,,,2,,0,,0,5341,S,HERMITAGE,AVE,60609,5341 S HERMITAGE AVE chicago IL 60609,1165586.66432994,1869275.66302898,41.79688180742542,-87.66830752837043,"41.79688180742542,-87.66830752837043"
11-00037309,01/07/2011,Front,,2,Boarded,0,,Vacant,1,,0,1,1,7414,S,COLFAX,AVE,60649,7414 S COLFAX AVE chicago IL 60649,1194598.10099633,1856295.17750952,41.76059735921808,-87.5623477319979,"41.76059735921808,-87.5623477319979"
11-00037397,01/07/2011,,,2,,2,,,2,,0,,0,9762,S,MARYLAND,AVE,60628,9762 S MARYLAND AVE chicago IL 60628,1183617.92211813,1840280.76617109,41.71691505472034,-87.60308800231809,"41.71691505472034,-87.60308800231809"
11-00037531,01/07/2011,Front,,2,Open,1,,Vacant,1,,0,,0,2051,W,EVERGREEN,AVE,60622,2051 W EVERGREEN AVE chicago IL 60622,1162477.40776804,1909012.93000259,41.90599029576362,-87.67859847816094,"41.90599029576362,-87.67859847816094"
11-00037614,01/07/2011,Front,,2,Open,1,REAR-FRONT,Vacant,1,,0,,0,11541,S,LAFAYETTE,AVE,60628,11541 S LAFAYETTE AVE chicago IL 60628,1177982.57998227,1828268.62997634,41.68408136716529,-87.62408990585291,"41.68408136716529,-87.62408990585291"
11-00038355,01/08/2011,Front,,2,Open,1,DOOR/WINDOWS,Vacant,1,,0,1,1,1509,W,59TH,ST,60636,1509 W 59TH ST chicago IL 60636,1167250.04370349,1865605.94686838,41.78677619345408,-87.66231276523831,"41.78677619345408,-87.66231276523831"
11-00038653,01/08/2011,Front,,2,Open,1,REAR DOOR,Vacant,1,,0,,0,4940,S,VINCENNES,AVE,60615,4940 S VINCENNES AVE chicago IL 60615,1180405.85797164,1872370.70590898,41.80504742275284,-87.6138692686842,"41.80504742275284,-87.6138692686842"
11-00038688,01/08/2011,Front,,2,Open,1,ALL THROUGHOUT THE HOME,Vacant,1,,0,,0,4203,W,WILCOX,ST,60624,4203 W WILCOX ST chicago IL 60624,1148394.72052565,1899004.4815713,41.878809343543104,-87.73058791337725,"41.878809343543104,-87.73058791337725"
11-00038794,01/08/2011,Front,,2,Boarded,0,FRONT AND REAR,Vacant,1,,0,1,1,1910,S,CHRISTIANA,AVE,60623,1910 S CHRISTIANA AVE chicago IL 60623,1154334.35490537,1890444.30877278,41.85520276077623,-87.70900717787154,"41.85520276077623,-87.70900717787154"
11-00039551,01/09/2011,Front,,2,Open,1,REAR SECOND FLOOR,Vacant,1,,0,1,1,6228,S,RHODES,AVE,60637,6228 S RHODES AVE chicago IL 60637,1180972.11897756,1863834.3667208,41.7816099182523,-87.61205515694942,"41.7816099182523,-87.61205515694942"
11-00039866,01/09/2011,Front,,2,Open,1,,Vacant,1,,0,,0,1464,W,WEBSTER,AVE,60614,1464 W WEBSTER AVE chicago IL 60614,1166030.07089594,1914731.13800517,41.921606266825144,-87.66538470332304,"41.921606266825144,-87.66538470332304"
11-00039944,01/09/2011,Rear,,2,Open,1,REAR,Vacant,1,,0,,0,5216,W,HIRSCH,ST,60651,5216 W HIRSCH ST chicago IL 60651,1141446.01147481,1908819.70981647,41.905874589635744,-87.75585999245494,"41.905874589635744,-87.75585999245494"
11-00040065,01/09/2011,Front,,2,Open,1,,Vacant,1,,0,,0,8746,S,BALTIMORE,AVE,60617,8746 S BALTIMORE AVE chicago IL 60617,1198411.6600666,1847572.53569962,41.736567169963536,-87.54866274281639,"41.736567169963536,-87.54866274281639"
11-00040086,01/09/2011,Front,,2,Open,1,,Vacant,1,,0,,0,8742,S,BALTIMORE,AVE,60617,8742 S BALTIMORE AVE chicago IL 60617,1198410.9600666,1847599.43569962,41.73664100314117,-87.54866440879562,"41.73664100314117,-87.54866440879562"
11-00040235,01/09/2011,Front,,2,Open,1,ALL,Vacant,1,,0,1,1,6744,S,RACINE,AVE,60636,6744 S RACINE AVE chicago IL 60636,1169482.4093812,1860065.56891947,41.771524624877564,-87.65428813795415,"41.771524624877564,-87.65428813795415"
11-00040300,01/09/2011,Front,,2,Open,1,4308 OR 4310 S GLADYS,Vacant,1,,0,1,1,4308,W,GLADYS,AVE,60624,4308 W GLADYS AVE chicago IL 60624,1147727.02256636,1898006.60448699,41.8760838943377,-87.7330652203378,"41.8760838943377,-87.7330652203378"
11-00040588,01/09/2011,Front,,2,Open,1,SIDE BASEMENT WINDOW,Vacant,1,,0,,0,12437,S,STEWART,AVE,60628,12437 S STEWART AVE chicago IL 60628,1175880.34002052,1822445.09017509,41.668147891212485,-87.63195904935017,"41.668147891212485,-87.63195904935017"
11-00040872,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,1554,S,PULASKI,RD,60623,1554 S PULASKI RD chicago IL 60623,1149971.31889868,1892051.3432792,41.85969859608843,-87.7249798346117,"41.85969859608843,-87.7249798346117"
11-00041072,01/10/2011,Rear,,2,Open,1,,Vacant,1,,0,1,1,8402,S,MORGAN,ST,60620,8402 S MORGAN ST chicago IL 60620,1171111.76209717,1849110.66917635,41.74142751363034,-87.6486350903404,"41.74142751363034,-87.6486350903404"
11-00041168,01/10/2011,Front,,2,Boarded,0,,Vacant,1,,0,1,1,1629,S,HAMLIN,AVE,60623,1629 S HAMLIN AVE chicago IL 60623,1151318.61431311,1891582.5180342,41.85838578116886,-87.7200465549629,"41.85838578116886,-87.7200465549629"
11-00041185,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,1526,S,KEDZIE,AVE,60623,1526 S KEDZIE AVE chicago IL 60623,1155276.16171551,1892363.93999459,41.860451599353205,-87.70549877929061,"41.860451599353205,-87.70549877929061"
11-00041225,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,2501,W,63RD,ST,60629,2501 W 63RD ST chicago IL 60629,1160774.90083271,1862803.74028558,41.779222776083316,-87.68613152475267,"41.779222776083316,-87.68613152475267"
11-00041247,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,4538,W,HARRISON,ST,60624,4538 W HARRISON ST chicago IL 60624,1146072.69000266,1896969.14109111,41.8732685580435,-87.7391657842308,"41.8732685580435,-87.7391657842308"
11-00041259,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,3938,W,JACKSON,BLVD,60624,3938 W JACKSON BLVD chicago IL 60624,1150181.59972468,1898396.51773305,41.87710639960083,-87.72404263121682,"41.87710639960083,-87.72404263121682"
11-00041274,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,619,N,RIDGEWAY,AVE,60624,619 N RIDGEWAY AVE chicago IL 60624,1151276.87252466,1903868.40799096,41.89210044044976,-87.71987745520416,"41.89210044044976,-87.71987745520416"
11-00041284,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,3848,W,GLADYS,AVE,60624,3848 W GLADYS AVE chicago IL 60624,1150783.72547014,1898079.73151571,41.87622535226565,-87.72184007048729,"41.87622535226565,-87.72184007048729"
11-00041296,01/10/2011,Front,,2,Open,1,,Vacant,1,1,1,,0,4201,W,WILCOX,ST,60624,4201 W WILCOX ST chicago IL 60624,1148408.22052565,1899004.7815713,41.8788099065999,-87.7305383357943,"41.8788099065999,-87.7305383357943"
11-00041307,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,1434,S,TRUMBULL,AVE,60623,1434 S TRUMBULL AVE chicago IL 60623,1153601.10991325,1892876.58280776,41.86189179727409,-87.71163389250509,"41.86189179727409,-87.71163389250509"
11-00041349,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,624,W,47TH,ST,60609,624 W 47TH ST chicago IL 60609,1172923.77231326,1873728.08921438,41.80894080899242,-87.64127014435219,"41.80894080899242,-87.64127014435219"
11-00042175,01/10/2011,Front,,2,Open,1,FRONT,Vacant,1,1,1,1,1,4932,W,CORTEZ,ST,60651,4932 W CORTEZ ST chicago IL 60651,1143287.5417086,1906532.5073786,41.899564031572105,-87.74915252125884,"41.899564031572105,-87.74915252125884"
11-00042228,01/10/2011,Rear,,2,Open,1,,Vacant,1,1,1,,0,1532,W,69TH,ST,60636,1532 W 69TH ST chicago IL 60636,1167194.68652028,1858970.32109268,41.76856838217246,-87.66270546989222,"41.76856838217246,-87.66270546989222"
11-00042308,01/10/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,5338,S,KEELER,AVE,60632,5338 S KEELER AVE chicago IL 60632,1149271.54989156,1868880.80003203,41.79612902144459,-87.72814765114353,"41.79612902144459,-87.72814765114353"
11-00042320,01/10/2011,Rear,,2,Open,1,REAR,Vacant,1,,0,,0,6209,S,MAPLEWOOD,AVE,60629,6209 S MAPLEWOOD AVE chicago IL 60629,1160437.5005341,1863399.26477808,41.780863939815426,-87.68735207481232,"41.780863939815426,-87.68735207481232"
