request_number,date_received,location_on_lot,dangerous_or_hazardous,dangerous,open_or_boarded,open,entry_point,vacant_or_occupied,vacant_flag,vacant_due_to_fire,fire_flag,people_using_property,in_use_flag,address_street_num,address_street_dir,address_street_name,address_street_suffix,zip_code,full_address,x_coordinate,y_coordinate,latitude,longitude,location,the_geom,area_number,community_area,neigh_number,neighborhood
12-00735489,2012-04-09 00:00:00,Rear,,2,Open,1,REAR,Vacant,1,,0,,0,1125,S,SACRAMENTO,AVE,60623,1125 S SACRAMENTO AVE chicago IL 60623,,,,,",",,,,,
12-00872907,2012-05-06 00:00:00,Front,,2,Boarded,0,REAR DOOR,Vacant,1,,0,1,1,5628,S,MCVICKER,AVE,60638,5628 S MCVICKER AVE chicago IL 60638,1137002.58012511,1866624.69152111,41.7901660739402,-87.7731935536946,"41.79016607394022,-87.77319355369457",01010000204FE58A00471483946A593141088707B1807B3C41,56,GARFIELD RIDGE,67,Garfield Ridge
11-03698180,2011-08-31 00:00:00,,,2,,2,,,2,,0,,0,7032,S,VERNON,AVE,60637,7032 S VERNON AVE chicago IL 60637,1180463.12128852,1858491.40807858,41.7669600072646,-87.6140850712665,"41.7669600072646,-87.61408507126646",01010000204FE58A00B3C30C1F2F0332417BD67768BB5B3C41,69,GREATER GRAND CROSSING,145,Park Manor
12-00027188,2012-01-06 00:00:00,,,2,,2,,,2,,0,,0,7301,S,LANGLEY,AVE,60619,7301 S LANGLEY AVE chicago IL 60619,1182157.8926209,1856759.79840002,41.7621692383695,-87.6079266404316,"41.76216923836948,-87.60792664043159",01010000204FE58A00A5CD82E4CD09324197F163CCF7543C41,69,GREATER GRAND CROSSING,145,Park Manor
11-00039866,2011-01-09 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,1464,W,WEBSTER,AVE,60614,1464 W WEBSTER AVE chicago IL 60614,1166030.07089594,1914731.13800517,41.9216062668251,-87.665384703323,"41.921606266825144,-87.66538470332304",01010000204FE58A00803C2612CECA31418C4E54236B373D41,7,LINCOLN PARK,,
11-03747895,2011-09-08 00:00:00,,,2,,2,,,2,,0,,0,8351,S,HAMILTON,AVE,60620,8351 S HAMILTON AVE chicago IL 60620,1163483.24707593,1849244.21611695,41.7419571461522,-87.6765819282019,"41.74195714615216,-87.67658192820188",01010000204FE58A003F5E403FDBC03141C07053379C373C41,71,AUBURN GRESHAM,75,Gresham
11-01915852,2011-05-19 00:00:00,,,2,,2,,,2,,0,,0,3629,W,115TH,ST,60655,3629 W 115TH ST chicago IL 60655,1154104.0302,1828088.6195,41.6840935893558,-87.71150730379,"41.68409358935577,-87.71150730378997",01010000204FE58A00EC2FBB07389C3141508D979EF8E43B41,74,MOUNT GREENWOOD,,
11-01010745,2011-04-21 00:00:00,,,2,,2,,,2,,0,,0,2109,W,119TH,ST,0,2109 W 119TH ST chicago IL 0,1164477.77997245,1825695.72009087,41.6773152998891,-87.6735990206324,"41.677315299889145,-87.67359902063238",01010000204FE58A004546ACC7BDC4314111E057B89FDB3B41,75,MORGAN PARK,,
11-03803228,2011-09-18 00:00:00,Front,,2,Open,1,REAR DOOR,Vacant,1,,0,1,1,1227,N,PULASKI,RD,60651,1227 N PULASKI RD chicago IL 60651,1149492.09170462,1908005.95232633,41.9034891171647,-87.726324725545,"41.90348911716474,-87.72632472554497",01010000204FE58A0038F47917348A31418AA8CBF3251D3D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00135925,2011-01-27 00:00:00,Rear,,2,Open,1,2 VEHICLES ABANDON BLCK CADILLAC A455192 - IL .NO TIRES  .. AND RED PONTIAC H875082 - ILLINOIS.HAS BEEN STRIPPED .. ON THE CARPORT//REAR OF PROPERTY - CREATING A RODENT PROBLEM AND A CRIME ISSUE...,Vacant,1,,0,1,1,822,N,KEYSTONE,AVE,60651,822 N KEYSTONE AVE chicago IL 60651,1149238.92008181,1905185.44571559,41.8957542696313,-87.7273278720254,"41.89575426963132,-87.72732787202538",01010000204FE58A00447B8AEB36893141BA6A1A7221123D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00369653,2011-03-05 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,959,N,KEDVALE,AVE,60651,959 N KEDVALE AVE chicago IL 60651,1148542.14029034,1906080.76636708,41.8982246002929,-87.7298638821697,"41.89822460029295,-87.72986388216965",01010000204FE58A005611EA237E86314109A230C4A0153D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00780798,2011-04-12 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,837,N,KARLOV,AVE,60651,837 N KARLOV AVE chicago IL 60651,1148900.29007672,1905276.54588196,41.8960108147133,-87.7285692369904,"41.8960108147133,-87.72856923699044",01010000204FE58A00CA77424AE48731418EEBBE8B7C123D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00928550,2011-04-18 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,1017,N,KEYSTONE,AVE,60651,1017 N KEYSTONE AVE chicago IL 60651,1149201.37360818,1906482.0550182,41.8993130276966,-87.7274321412768,"41.89931302769656,-87.72743214127678",01010000204FE58A0023C9A45F118931413AAC150E32173D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00928798,2011-04-18 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,824,N,KEYSTONE,AVE,60651,824 N KEYSTONE AVE chicago IL 60651,1149238.62008181,1905198.94571559,41.8957913208568,-87.7273286236539,"41.89579132085681,-87.7273286236539",01010000204FE58A0077AEBD9E36893141BA6A1AF22E123D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-01039111,2011-04-22 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,1119,N,KEYSTONE,AVE,60651,1119 N KEYSTONE AVE chicago IL 60651,1149181.64998946,1907160.81591121,41.9011759993488,-87.7274869802025,"41.901175999348766,-87.72748698020251",01010000204FE58A0091B565A6FD8831419B8EDFD0D8193D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-01064389,2011-04-23 00:00:00,Front,,2,Open,1,BACKYARD OF VACANT HSE.. BEING USED FOR DUMPING GROUND,Vacant,1,,0,1,1,1022,N,KEDVALE,AVE,60651,1022 N KEDVALE AVE chicago IL 60651,1148530.34029034,1906495.86636708,41.8993639057688,-87.7298964991531,"41.89936390576884,-87.72989649915306",01010000204FE58A0089441D5772863141A33BCADD3F173D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-01439701,2011-05-05 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,4030,W,KAMERLING,AVE,60651,4030 W KAMERLING AVE chicago IL 60651,1149268.34511344,1908688.06009112,41.9053652308404,-87.7271288970395,"41.90536523084042,-87.7271288970395",01010000204FE58A00BA5A595854893141B321620FD01F3D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-02135230,2011-05-25 00:00:00,Front,,2,Boarded,0,THE SIDE YARD OVERGROWN ... APPROX 1-2 '..SPILLING OVER INTO CALLERS PROPERTY,Vacant,1,,0,,0,4131,W,KAMERLING,AVE,60651,4131 W KAMERLING AVE chicago IL 60651,1148593.34589497,1908669.5875987,41.905327603362,-87.7296088901103,"41.90532760336199,-87.72960889011031",01010000204FE58A00A0928C58B186314150DE6C96BD1F3D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-02910381,2011-06-14 00:00:00,Front,,2,Open,1,FRONT DOOR,Vacant,1,,0,1,1,1059,N,KEDVALE,AVE,60651,1059 N KEDVALE AVE chicago IL 60651,1148522.98369567,1906744.56861629,41.9000465125786,-87.7299170949759,"41.900046512578555,-87.72991709497593",01010000204FE58A00BC7AD3FB6A86314152D6909138183D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-03011068,2011-06-16 00:00:00,Front,,2,Open,1,REAR OPEN AND GARAGE,Vacant,1,,0,1,1,1018,N,KEYSTONE,AVE,60651,1018 N KEYSTONE AVE chicago IL 60651,1149201.27360818,1906488.8550182,41.899331689534,-87.7274323321821,"41.899331689534,-87.72743233218213",01010000204FE58A00892F0B46118931410679E2DA38173D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-03244860,2011-06-25 00:00:00,Front,,2,Open,1,"DOORS ARE MISSING, PEOPLE STEALING THE ALUMINUM SIDING",Vacant,1,,0,1,1,1149,N,KEDVALE,AVE,60651,1149 N KEDVALE AVE chicago IL 60651,1148505.88369567,1907342.96861629,41.9016889140843,-87.7299644456273,"41.901688914084275,-87.72996444562729",01010000204FE58A0022E139E259863141B83CF7F78E1A3D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-03245706,2011-06-25 00:00:00,Front,,2,Open,1,"FRONT/REAR DOORS, WINDOWS",Vacant,1,,0,1,1,1124,N,KEDVALE,AVE,60651,1124 N KEDVALE AVE chicago IL 60651,1148510.58369567,1907174.76861629,41.9012272652298,-87.7299515272257,"41.901227265229835,-87.7299515272257",01010000204FE58A0055146D955E8631418509C4C4E6193D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-03399066,2011-07-18 00:00:00,Front,,2,Open,1,REAR AND FRONT,Vacant,1,,0,1,1,1434,N,KEDVALE,AVE,,1434 N KEDVALE AVE chicago IL,1148452.81382065,1909335.17457367,41.9071567540839,-87.7301079214894,"41.907156754083886,-87.7301079214894",01010000204FE58A00D58C56D0248631412BDCB02C57223D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-03687018,2011-08-29 00:00:00,Front,,2,Boarded,0,REAR FENCE AND WINDOD,Vacant,1,,0,1,1,825,N,KARLOV,AVE,60651,825 N KARLOV AVE chicago IL 60651,1148902.69007672,1905195.24588196,41.8957876725485,-87.7285625269988,"41.89578767254845,-87.72856252699876",01010000204FE58A0030DEA8B0E6873141C11EF23E2B123D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-04010507,2011-10-25 00:00:00,Rear,,2,Open,1,BACK AND SIDES ARE OPEN CALLER WANT IT BOARDED UP,Vacant,1,,0,1,1,1057,N,KEDVALE,AVE,60651,1057 N KEDVALE AVE chicago IL 60651,1148523.38369567,1906731.06861629,41.9000094594572,-87.7299159745245,"41.900009459457166,-87.72991597452449",01010000204FE58A0022E139626B86314152D690112B183D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-04075069,2011-11-05 00:00:00,Front,,2,Open,1,WIDE OPEN  BROKEN GLASS,Vacant,1,1,1,1,1,4112,W,POTOMAC,AVE,60651,4112 W POTOMAC AVE chicago IL 60651,1148730.67790159,1908344.40698647,41.9044326215328,-87.729112834076,"41.904432621532756,-87.729112834076",01010000204FE58A0067F58AAD3A873141EB433068781E3D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-04250256,2011-12-13 00:00:00,Front,,2,Open,1,REAR DOOR WIDE OPEN,Vacant,1,,0,1,1,1009,N,KARLOV,AVE,60651,1009 N KARLOV AVE chicago IL 60651,1148868.10236979,1906418.03298503,41.89914379694,-87.7286579083669,"41.899143796940045,-87.72865790836687",01010000204FE58A0014E8341AC4873141F9B47108F2163D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-04294979,2011-12-23 00:00:00,Front,,2,Open,1,DOORS AND WINDOWS,Vacant,1,,0,1,1,1522,N,KEYSTONE,AVE,60651,1522 N KEYSTONE AVE chicago IL 60651,1149103.97008278,1909814.93419552,41.9084606713467,-87.7277034798837,"41.9084606713467,-87.72770347988369",01010000204FE58A00575857F8AF883141067027EF36243D41,23,HUMBOLDT PARK,210,West Humboldt Park
12-00009079,2012-01-03 00:00:00,Rear,,2,Open,1,REAR DOOR,Vacant,1,,0,,0,955,N,KEYSTONE,AVE,60651,955 N KEYSTONE AVE chicago IL 60651,1149213.37360818,1906073.9550182,41.8981929266464,-87.7273986519451,"41.89819292664638,-87.72739865194512",01010000204FE58A0023C9A45F1D893141A0127CF499153D41,23,HUMBOLDT PARK,210,West Humboldt Park
12-00093647,2012-01-23 00:00:00,Front,,2,Open,1,FRONT,Vacant,1,,0,1,1,4120,W,POTOMAC,AVE,60651,4120 W POTOMAC AVE chicago IL 60651,1148676.57790159,1908342.90698647,41.9044295508711,-87.7293115987994,"41.90442955087107,-87.72931159879943",01010000204FE58A00CD5BF19304873141EB4330E8761E3D41,23,HUMBOLDT PARK,210,West Humboldt Park
12-00502587,2012-02-27 00:00:00,Front,,2,Open,1,FRONT,Vacant,1,,0,1,1,1021,N,KEDVALE,AVE,60651,1021 N KEDVALE AVE chicago IL 60651,1148530.54029034,1906489.06636708,41.8993452420008,-87.7298959402286,"41.899345242000756,-87.72989594022857",01010000204FE58A00BD77508A72863141D66EFD1039173D41,23,HUMBOLDT PARK,210,West Humboldt Park
12-00502780,2012-02-27 00:00:00,Front,,2,Open,1,BACK,Vacant,1,,0,1,1,1147,N,KEDVALE,AVE,60651,1147 N KEDVALE AVE chicago IL 60651,1148506.28369567,1907329.46861629,41.9016518609736,-87.7299633251309,"41.90165186097356,-87.7299633251309",01010000204FE58A008947A0485A863141B83CF777811A3D41,23,HUMBOLDT PARK,210,West Humboldt Park
12-00504270,2012-02-27 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,4053,W,KAMERLING,AVE,60651,4053 W KAMERLING AVE chicago IL 60651,1149113.14589497,1908683.7875987,41.9053565149225,-87.7276991103871,"41.90535651492247,-87.7276991103871",01010000204FE58A006D5F5925B98831418311A0C9CB1F3D41,23,HUMBOLDT PARK,210,West Humboldt Park
12-00658089,2012-03-22 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,1106,N,KEYSTONE,AVE,60651,1106 N KEYSTONE AVE chicago IL 60651,1149184.04998946,1907073.41591121,41.9009361183194,-87.7274804318845,"41.90093611831935,-87.7274804318845",01010000204FE58A00F81BCC0C008931413528796A81193D41,23,HUMBOLDT PARK,210,West Humboldt Park
12-00660000,2012-03-23 00:00:00,Front,,2,Open,1,ALL AROUND,Vacant,1,,0,1,1,1058,N,KEDVALE,AVE,60651,1058 N KEDVALE AVE chicago IL 60651,1148523.18369567,1906737.76861629,41.9000278488127,-87.7299165360418,"41.9000278488127,-87.72991653604183",01010000204FE58A00EFAD062F6B8631418509C4C431183D41,23,HUMBOLDT PARK,210,West Humboldt Park
12-00677372,2012-03-27 00:00:00,Front,,2,Open,1,REAR DOOR,Vacant,1,,0,1,1,1125,N,KARLOV,AVE,60651,1125 N KARLOV AVE chicago IL 60651,1148845.3084174,1907191.67388593,41.9012671881542,-87.7287216043616,"41.90126718815416,-87.72872160436155",01010000204FE58A005771F44EAD873141CFC983ACF7193D41,23,HUMBOLDT PARK,210,West Humboldt Park
12-00748054,2012-04-11 00:00:00,Front,,2,Open,1,FRONT AND REAR AND SIDE. HAZARDOUS VACANT PROPERTY.. IS OPEN AND UNSECURED..,Vacant,1,,0,,0,4022,W,AUGUSTA,BLVD,60651,4022 W AUGUSTA BLVD chicago IL 60651,1149316.27360818,1906371.1550182,41.8990064791474,-87.7270129909356,"41.89900647914738,-87.72701299093556",01010000204FE58A00892F0B4684893141D345AF27C3163D41,23,HUMBOLDT PARK,210,West Humboldt Park
12-00862341,2012-05-04 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,1524,N,KEYSTONE,AVE,60651,1524 N KEYSTONE AVE chicago IL 60651,1149103.57008278,1909828.23419552,41.9084971756081,-87.7277046043333,"41.908497175608105,-87.72770460433325",01010000204FE58A00F0F1F091AF883141D33CF43B44243D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00927030,2011-04-18 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,1144,N,PULASKI,RD,60651,1144 N PULASKI RD chicago IL 60651,1149510.84420608,1907338.65592086,41.9016576244867,-87.7262731882905,"41.901657624486695,-87.72627318829048",01010000204FE58A00C1E31DD8468A3141F26DEAA78A1A3D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-03280219,2011-06-30 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,950,N,PULASKI,RD,60651,950 N PULASKI RD chicago IL 60651,1149558.48648366,1905714.839691,41.8972007816392,-87.7261404054131,"41.89720078163921,-87.7261404054131",01010000204FE58A0072318A7C768A314148FDF5D632143D41,23,HUMBOLDT PARK,210,West Humboldt Park
12-00280029,2012-02-21 00:00:00,Front,,2,Open,1,FRONT AND REAR DOORS. AND WINDOWS ARE BUSTED OUT..,Vacant,1,,0,1,1,829,N,PULASKI,RD,60651,829 N PULASKI RD chicago IL 60651,1149573.32589269,1905242.56308842,41.8959045175541,-87.7260981789212,"41.895904517554136,-87.72609817892123",01010000204FE58A000EB46D53858A31410D9026905A123D41,23,HUMBOLDT PARK,210,West Humboldt Park
12-00280090,2012-02-21 00:00:00,Front,,2,Open,1,FRONT AND REAR. DOORS. AND WINDOWS ARE BROKEN OUT..,Vacant,1,,0,1,1,827,N,PULASKI,RD,60651,827 N PULASKI RD chicago IL 60651,1149573.82589269,1905229.06308842,41.8958674624417,-87.7260966934406,"41.895867462441664,-87.7260966934406",01010000204FE58A000EB46DD3858A31410D9026104D123D41,23,HUMBOLDT PARK,210,West Humboldt Park
12-00705194,2012-04-02 00:00:00,Front,,2,Open,1,FRONT AND REAR,Vacant,1,,0,,0,1016,N,PULASKI,RD,60651,1016 N PULASKI RD chicago IL 60651,1149536.18631354,1906485.26359139,41.8993153370372,-87.7262022867666,"41.89931533703721,-87.72620228676664",01010000204FE58A00813EB22F608A3141B0B97A4335173D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00071144,2011-01-14 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,4225,W,AUGUSTA,BLVD,60651,4225 W AUGUSTA BLVD chicago IL 60651,1148030.32987617,1906333.06128619,41.8989267877147,-87.7317372397271,"41.898926787714664,-87.73173723972705",01010000204FE58A00C2C372547E843141A673B00F9D163D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00225639,2011-02-09 00:00:00,Front,,2,Open,1,SIDE,Vacant,1,,0,,0,4456,W,AUGUSTA,BLVD,60651,4456 W AUGUSTA BLVD chicago IL 60651,1146479.18999792,1906287.99271844,41.8988328209224,-87.7374357204338,"41.898832820922394,-87.73743572043384",01010000204FE58A0025B4A3306F7E3141B2CB22FE6F163D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00346379,2011-03-01 00:00:00,Rear,,2,Open,1,"REAR, FRONT WINDOWS SHATTERED",Vacant,1,,0,1,1,4405,W,WALTON,ST,60651,4405 W WALTON ST chicago IL 60651,1146833.00733209,1905963.26407246,41.8979349794214,-87.7361444547692,"41.89793497942139,-87.73614445476919",01010000204FE58A000F84E001D17F3141B3409A432B153D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00369879,2011-03-05 00:00:00,Front,,2,Open,1,FRONT AND REAR,Vacant,1,,0,1,1,4310,W,POTOMAC,AVE,60651,4310 W POTOMAC AVE chicago IL 60651,1147405.40262225,1908308.05311218,41.9043583749001,-87.7339819135026,"41.904358374900085,-87.73398191350259",01010000204FE58A00744012670D82314184C2980D541E3D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00374660,2011-03-07 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,4400,W,WALTON,ST,60651,4400 W WALTON ST chicago IL 60651,1146866.80733209,1905964.26407246,41.8979370778482,-87.7360202838415,"41.89793707784816,-87.73602028384147",01010000204FE58A00DC50ADCEF27F3141B3409A432C153D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00376750,2011-03-08 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,4217,W,DIVISION,ST,60651,4217 W DIVISION ST chicago IL 60651,1148045.48803284,1907666.53447104,41.9025856855377,-87.7316472127236,"41.902585685537666,-87.73164721272364",01010000204FE58A005FB8EF7C8D8431411518D388D21B3D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00401971,2011-03-11 00:00:00,Rear,,2,Open,1,REAR DOOR,Vacant,1,,0,1,1,4432,W,RICE,ST,60651,4432 W RICE ST chicago IL 60651,1146667.60996699,1905301.1400291,41.8961211967525,-87.7367688594509,"41.896121196752496,-87.73676885945086",01010000204FE58A00F2CB269C2B7F314175F2D82395123D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00411250,2011-03-13 00:00:00,Front,,2,Open,1,FRONT REAR,Vacant,1,,0,,0,4418,W,CORTEZ,ST,60651,4418 W CORTEZ ST chicago IL 60651,1146726.87598921,1906630.25347316,41.8997672967014,-87.736517226651,"41.89976729670143,-87.73651722665103",01010000204FE58A0031D440E0667F3141F59DE340C6173D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00439871,2011-03-17 00:00:00,Front,,2,Open,1,VARIOUS,Vacant,1,1,1,,0,4319,W,AUGUSTA,BLVD,60651,4319 W AUGUSTA BLVD chicago IL 60651,1147400.3425688,1906313.86218215,41.8988862024445,-87.7340516722837,"41.89888620244452,-87.73405167228373",01010000204FE58A00C196B2570882314129F8B7DC89163D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00461809,2011-03-22 00:00:00,Front,,2,Open,1,FRONT,Vacant,1,,0,1,1,4416,W,CORTEZ,ST,60651,4416 W CORTEZ ST chicago IL 60651,1146740.37598921,1906630.55347316,41.8997678622112,-87.7364676328798,"41.89976786221116,-87.73646763287984",01010000204FE58A0031D44060747F3141C16AB08DC6173D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00487299,2011-03-26 00:00:00,Front,,2,Open,1,FRONT,Vacant,1,,0,1,1,4308,W,CORTEZ,ST,60651,4308 W CORTEZ ST chicago IL 60651,1147415.01012833,1906648.56007043,41.8998043678164,-87.7339892101959,"41.89980436781643,-87.73398921019589",01010000204FE58A002EC597021782314194C6608FD8173D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00534176,2011-03-30 00:00:00,Front,,2,Open,1,BASEMENT,Vacant,1,,0,1,1,4240,W,WALTON,ST,60651,4240 W WALTON ST chicago IL 60651,1147937.99251961,1905995.64011076,41.8980026446566,-87.7320850797402,"41.89800264465657,-87.7320850797402",01010000204FE58A00E2C315FE218431417C4CDEA34B153D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00546461,2011-03-31 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,1,1,4300,W,CORTEZ,ST,60651,4300 W CORTEZ ST chicago IL 60651,1147519.39301086,1906651.62137715,41.8998107666403,-87.7336057285587,"41.89981076664027,-87.73360572855874",01010000204FE58A00175C9C647F823141AA92129FDB173D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00630683,2011-04-05 00:00:00,Front,,2,Open,1,"2 ND FL DOOR IS MISSING ONLY SCREEN DOOR IS STILL , THERE CALL WANTS AN INSPECTOR OUT",Vacant,1,,0,,0,4310,W,CORTEZ,ST,60651,4310 W CORTEZ ST chicago IL 60651,1147402.51012833,1906648.16007043,41.8998035097977,-87.7340351335253,"41.899803509797735,-87.7340351335253",01010000204FE58A002EC597820A8231412E60FA28D8173D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00718950,2011-04-09 00:00:00,Rear,,2,Open,1,BASEMENT WINDOWS,Vacant,1,,0,1,1,4253,W,HIRSCH,ST,60651,4253 W HIRSCH ST chicago IL 60651,1147686.28993081,1908979.05238524,41.906194275916,-87.7329328770861,"41.90619427591597,-87.73293287708614",01010000204FE58A00D3E7384A268331417D1E690DF3203D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00781728,2011-04-12 00:00:00,,,2,Open,1,FONT/REAR,Vacant,1,,0,,0,4241,W,WALTON,ST,60651,4241 W WALTON ST chicago IL 60651,1147931.19251961,1905995.44011076,41.8980022266026,-87.7321100608851,"41.89800222660257,-87.73211006088513",01010000204FE58A0015F748311B8431414919AB704B153D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00928641,2011-04-18 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,4217,W,WALTON,ST,60651,4217 W WALTON ST chicago IL 60651,1148093.79251961,1906000.44011076,41.8980128187689,-87.7315127119461,"41.89801281876886,-87.73151271194605",01010000204FE58A00AE90E2CABD8431414919AB7050153D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-00948591,2011-04-19 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,4308,W,POTOMAC,AVE,60651,4308 W POTOMAC AVE chicago IL 60651,1147418.90262225,1908308.45311218,41.9043592137015,-87.7339323136017,"41.904359213701504,-87.73393231360168",01010000204FE58A00744012E71A823141EB28FF73541E3D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-01008205,2011-04-21 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,4236,W,IOWA,ST,60651,4236 W IOWA ST chicago IL 60651,1147862.69992133,1905660.04440144,41.8970831819972,-87.7323702591276,"41.8970831819972,-87.73237025912759",01010000204FE58A00560B2EB3D68331418DE45D0BFC133D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-01406290,2011-05-04 00:00:00,Front,,2,Open,1,FRONT AND REAR DOORS AND GARAGE DOOR AND RADIATORS HAVE BEEN TAKEN,Vacant,1,,0,1,1,4316,W,THOMAS,ST,60651,4316 W THOMAS ST chicago IL 60651,1147401.7972807,1906981.63719123,41.9007186199437,-87.734029195218,"41.90071861994367,-87.73402919521804",01010000204FE58A0084961ACC09823141E6F61EA325193D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-02053112,2011-05-23 00:00:00,Front,,2,Open,1,"FILLED WITH WEEDS,,, OPEN AND UNSECURE",Vacant,1,,0,,0,4301,W,KAMERLING,AVE,60651,4301 W KAMERLING AVE chicago IL 60651,1147457.1290288,1908638.90998842,41.9052652885064,-87.7337834123413,"41.90526528850638,-87.73378341234131",01010000204FE58A000C080821418231414800F5E89E1F3D41,23,HUMBOLDT PARK,210,West Humboldt Park
11-02332970,2011-05-31 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,4246,W,HADDON,AVE,60651,4246 W HADDON AVE chicago IL 60651,1147859.1971811,1907328.45988145,41.9016615571278,-87.732340196651,"41.901661557127845,-87.73234019665101",01010000204FE58A00E8757A32D38331416CCABA75801A3D41,23,HUMBOLDT PARK,210,West Humboldt Park
